is_sarcastic	headline
0	david axelrod suggests hillary clinton will be seen as less complex alternative to obama
0	sleater-kinney just made bowie's 'rebel rebel' the political anthem of 2017
0	kirsten gillibrand only regrets not calling for al franken to quit sooner
0	wells fargo sued for barring daca recipients from student loans
1	historical archives: amazing publick spectacle!
1	israel passes law cementing itself as exclusive nation-state of benjamin netanyahu
1	onion social cracks down on sexual harassment by banning all women from platform
0	exclusive promo hints stephen colbert will unleash on trump in live election show
0	banksy returns to new york city with one of his trademark rats
0	bobby jindal's biggest donors benefited from his administration
1	drunk driver in the zone
1	egyptian woman wishes screaming protester husband would go bonkers for her once in a while
0	meet the millennial men who love hillary clinton
0	number of homeless students in america is rising rapidly
1	report: majority of instances of people getting lives back on track occur immediately after visit to buffalo wild wings
1	groundbreaking study finds gratification can be deliberately postponed
0	nick cannon responds to mariah carey's engagement in the best way
0	midlife obesity may speed up alzheimer's
1	report: 70% of trump endorsements made after staring at bedroom ceiling for 4 hours
0	study finds american diets are poor (but improving!)
0	after decades of effort, chemists overseas report 'nano' breakthrough
1	produce section bursts into laughter after will ferrell makes casual remark about apples
1	dad immediately hands phone to mom
0	my worst audition ever?  or, the danger of playing paddle ball, chewing gum, and singing \"we built this city\" simultaneously
0	how states can help 5 million kids with a parent behind bars
1	local man's fear of snakes increases with each snakebite
1	vespa corporation enchants another slight little man-child
0	the smithereens lead singer pat dinizio dead at 62
1	standards lowered for second search through fridge
0	miley cyrus' 'wrecking ball' could be kelly clarkson's best cover yet
0	watch: why mirrors flip things sideways but not upside down
1	man in international airport only speaks business
1	area mother enters 16th year of post-partum depression
0	watch prince harry and rihanna get tested for hiv together
0	11 doodles to help you hang in there after heartbreak
0	rep confirms those david bowie rumors about scattering his ashes at burning man are 'untrue'
1	historians suggest 'goodfellas' youtube clips may be fragments of larger work
1	department of agriculture locates perfect goat
0	activist remembers those he met on 6,000-mile walk for equality (video)
1	cocksucker beats up motherfucker
0	hero cop saves 3-year-old girl's life on his wedding day
0	rnc leader to trump: tone it down!
1	wheelchair-bound student would have preferred to sit out pep rally
0	this video nails the messed up way anti-abortion legislation gets pushed
1	nation checks out cnn.com to see what their old pals the tsarnaevs and castros are up to
1	47-second clip from 'family ties' season 3 now available on youtube
1	mom announces plans to get out some of your old baby stuff and quietly stare at it
0	why russell simmons wants trump to win the gop nomination
1	members of opening band walking among crowd during intermission like gods among men
1	shy friend experimenting with personality
0	rick perry on donald trump's proposed border wall: 'you can't do that'
0	qatar said to run a covert training camp for syrian rebels with u.s. help
0	rubio and cruz have 'anti-lgbt' advisory boards. where is trump's?
1	jay inslee smashes through wall of town hall in solar-powered mech suit to announce climate change plan
1	parents' password a grotesque combination of children's names, birthdays
0	'harry potter' tops facebook's '10 books that stayed with you' meme and no one is surprised
1	christian weightlifter bends iron bar to show power of god's love
0	asu + gsv report: teachers and tech tools
0	what your movements may reveal about how you'll get along with another person
0	blue-collar democrats to party: it's still the economy, stupid
0	'draft biden' effort debuts its first tv ad
1	stomach sets aside synthetic additives until it has a few minutes to figure out how to digest them
1	trump regrets choosing kavanaugh after supreme court nominee keeps talking about how much he respects women
0	5-year-old channels solange knowles for perfectly recreated album cover
0	kanye west and kim kardashian provide blueprint for true love at vmas
1	south dakota asked to water north dakota's crops over the weekend
0	obama pledges to do more to stop the 'epidemic of gun violence'
0	alexa and google home record what you say. but what happens to that data?
0	this is the tiger that earl woods raised
1	exasperated huckabee sanders reminds press corps that children under 14 can't feel pain
1	non-priest arrested on charges of child molestation
1	obama finally tells rambling tom vilsack to shut the fuck up during cabinet meeting
1	nation inspired by bravery of teen just wearing bikini right into mcdonald's
0	chilling report details myanmar's horrific campaign against rohingya minority
1	arizona iced tea unveils new 4-foot-tall cans
0	arresting portraits give voices to homeless people in america's poorest big city
0	house reauthorizes controversial surveillance law
1	tom bosley named secretary of naps
1	party not big enough to move out of kitchen yet
0	fall movies every mom will see
1	minotaur wondering if there more to life than bashing in heads of those who dare wander into labyrinth
1	shaven, cologned grandpa heads into town to rake in d-day pussy
0	new rule from obama will punish contractors who cheat or endanger workers
1	san diego zoo acquires chinese man
0	the only parenting advice i'd dare to give
0	chris christie says trump immigration order rollout was 'terrible'
1	congress votes to intervene in local wedding
1	hero soldier receives presidential thumbs-up award
0	warren's mortgage reforms divide progressives
0	the director of hbo's new james foley documentary on making a movie about his childhood pal
0	the truth about being 40
0	'sleeping on it' really does help you solve your problems
1	annoyed movers weren't expecting client to have belongings
0	toeing the race line: what i am and what i am not.
0	how an essay on 'sexual paranoia' caused a frenzy at northwestern university
1	argentina tightens security in anticipation of numerous criminals arriving for g20
1	senior citizen shaken by diminished bawdy-limerick recall
1	man filled with gratitude at sight of other customer in nice restaurant wearing jeans
0	my disastrous search for the perfect swimsuit
0	10 big space-saving ideas for small kitchens
1	'stranger things 2' creators say keen viewers will notice twinge of disappointment hidden in every scene
1	huckabee sanders tells colleagues she's taking temporary post as google ceo before transitioning into full-time role as sultan of brunei
1	horrified geologists uncover millions of rocks in sprawling mass grave
0	things come apart so easily: asghar farhadi's about elly
1	new iowa poll finds majority of democrats would vote for candidate named 'bobby cheeseburger'
1	bisexual's parents half-understand
0	barack obama is fourth president to put americans at risk in iraq: let those threatened by the islamic state fight it
1	area ceo doesn't have time for this shit
0	3 leadership mistakes roger goodell made that you shouldn't
1	brilliant, innovative ceo just wrote words 'social media' on whiteboard and underlined it
0	man says he salutes a donald trump cardboard cutout every day
0	the rich get richer
0	boston judge orders apple to help law enforcement examine iphone
1	new anti-drug program teaches teens to resist psychiatrist's constant pressure to use drugs
0	james comey just exposed his own hypocrisy on hillary clinton's emails
0	joe biden slams donald trump: 'he would have loved stalin'
1	there no way tv character could actually afford big 'new york city' coffee mug
0	elizabeth warren: new chat system lets banks avoid regulation with 'a wink and a nod'
0	mike pence says he 'stands with the president' on charlottesville
0	marco rubio's struggle to be more than a talking point machine
0	steven spielberg says netflix films shouldn't qualify for oscars
1	area man feels even lazier when he thinks about how much isis has accomplished this year
0	the 'pitch perfect 3' ladies are #squadgoals at the atlanta falcons game
0	to the obese woman crying at the picnic table
1	urban polling centers recommend voters start lining up now for 2016 election
0	the weird thing gop candidates are doing when they get called out on lies
1	buzzfeed editors unsure how to spin petraeus story into reason the '90s were great
1	marine corps shortens slogan to 'the few'
1	woman who's been on the pill for years thinking about switching to new set of debilitating side effects
0	glenn close 'angry and darkly sad' about harvey weinstein allegations
0	this pic proves simone biles is a mere mortal after all
1	man forced to pathetically comb through movie for familiar scene after falling asleep previous night
0	how to criticize your kids without ruining their self-esteem
0	these stunning older celebs ruled the oscars red carpet
0	this labor day let's rethink the texas miracle
0	changing the playlist in my head
1	congressman lets his guitar do the talking
0	down with cutesy cleaning supplies!
1	michele bachmann thankful no americans died in sikh shooting
0	mechanic stole city bus because he was late for work, police say
0	this moose strikes a blow against the takeover of the machines
0	get ready to lol at this 'force awakens' trailer with jar jar binks
1	complete idiot forgot to shave area between mouth and nose
1	mom learns about new vegetable
0	donald trump picks dow chemical's andrew liveris to head american manufacturing council
0	a personal memory of former governor mario cuomo
0	why we should remember to treat every day like a special occasion
1	troop gradually withdraws
1	fire department deploys unmarked trucks
1	ted danson totally nails tonight show interview
0	audra mcdonald, kirsten gillibrand to celebrate the lgbtq community in nyc
1	70-year-old woman decides it time to start dressing entirely in purple
0	10 worst provisions in the republican appropriations bill
1	woman in commercial doing yoga to narration of drug's fatal side effects
1	zoo posting hourly updates on aphid about to give birth
1	dave matthews band apologizes after tour bus dumps another 800 pounds of human shit onto same boat full of people
0	why credit card points aren't the new miles
0	samsung will give iphone owners a new galaxy phone to try for $1
0	listen to lana del rey's new single 'honeymoon'
0	uw-whitewater chancellor reprimands students after mistaking skincare product for blackface
1	realistic day planner only includes first couple weeks after purchase
1	palm tree fires off warning coconut
1	couple dressed as mario and luigi drunkenly making out on couch
1	struggling media company almost desperate enough to hire someone qualified for job
0	stop complaining about the evolution of text language. period.
1	shipwreck survivors forced to endure ride home on disney cruise ship
0	rupert murdoch bashes as 'nonsense' concerns about sexual harassment at fox
1	census finds enough homeless people living in public library to warrant congressional district
0	lin-manuel miranda and the rock made a musical parody about millennials
1	report: 1 in 5 air ducts contains person looking, listening in on you
0	cnn taunts trump and the gop with 'schoolhouse rock'
1	hillary clinton suspended 3 weeks by fec for spitting on volunteer
1	officials warn consumers of counterfeit tickets ahead of solar eclipse
1	fbi shuts down prominent new isis recruitment website
0	the one thing you need for positive change
0	supreme court justice sotomayor continues duties after breaking shoulder
1	area facebook user incredibly stupid
1	strapping young man to address congress
0	indecency, politics and the fcc: a new round in the culture wars?
0	why i no longer support israel
1	area man too busy for his buddy phil, eh?
0	senate panel unanimously approves chris wray's nomination as fbi director
0	kanye west's partnership with adidas is about to get huge
0	o'casey's plays return to stage at philly irish theater
0	7 very important reasons to take a nap right now
1	report: 50% of heaven's population just assholes who begged for forgiveness at last second
1	'elle' magazine accidentally airbrushes naomi watts out of cover altogether
0	trump's tailspin
1	international space station tented to spray for xenomorphs
1	passengers praying uber just a hobby for elderly driver
0	the top 10 workout songs for january 2018
0	meryl streep looks exactly like the 'shrek' fairy godmother at the oscars
1	couple just wants small ceremony in public park with close friends and shirtless stranger hanging around tree
1	terrified fda warns something making bananas black after several days
0	aspen ideas festival 2015
0	this labor day, let's boost opportunity in every zip code
0	taking your startup public is fraught with negatives
0	al franken will leave senate in early january
0	donald trump vows to take travel ban to the supreme court
0	hackers target russian olympic whistleblower, world anti-doping agency says
0	underserved kids learn a year's worth of math in 6 weeks, thanks to new app
0	'stranger pugs' is the greatest thing to happen to the internet
0	morgan freeman's snapchat fail is hilariously perfect
0	social media etiquette for weddings
0	princess charlotte has maybe the most fashionable christening ever
1	teddy bear feels terrible for sparking 'what are we?' conversation
1	man flirting with girl at party can't wait to be informed she has boyfriend
1	mysterious man in parking lot threatens to harm rudy giuliani if he ever blabs about trump's legal payments again
1	obama under fire for playing t-ball during vietnam
0	this unorthodox guided meditation might just get you in the habit
0	women reveal the real purpose of workout clothes
0	hope solo says ex-fifa president sepp blatter groped her
1	study: good porn still hard to find
1	lester holt begins debate by reiterating he doesn't know who these fucking people are
1	homosexual dolphin has highly developed sense of gay-nar
0	children are in need of families, and you may be the perfect fit
0	vladimir putin, florida man, arrested for trespassing at supermarket
1	report: mom sending you something
0	ben affleck vs. bill maher: no one wins
1	600-pound butter cow sculpture wins iowa caucus
1	area juggler juggles family, juggling
0	this d.c. restaurant just sued trump and his hotel for unfair competition
0	kevin bacon will come after you if you talk or text during a movie
1	baby can already tell crib he's in going to be recalled
0	the best live-action 'south park' commercials
1	desperate gop spotted in south dakota trying to build keystone pipeline themselves
0	death of mentally ill woman in police custody ruled a homicide
0	astronaut tim peake completes london marathon in space, sets world record
1	woman comforting friend just going to throw compliments against wall and see what sticks
1	u.s. mint introduces new double-stuf quarters
1	report: whoa, last person on treadmill ran 8 miles
0	jeb bush calls for crackdown on sanctuary cities in immigration plan
0	my link to muhammad  ali through parkinson's
1	dhs announces racial profiling free-for-all this sept. 11
1	paramedics didn't realize how hard it would be to cut drunk woman out of elmo costume
1	rnc taps dennis hastert to lead new youth outreach program
1	money spent for old time's sake
0	top aide denies that donald trump posed as his own spokesman
0	images show that saturn's north polar region has changed color
1	anderson cooper throws another box of letters from gay children into dumpster
0	the equifax breach is bad, but there are steps that can help
1	toddler unsettled by whatever possessed her to bite friend's face
1	kurt warner cheered on by wire-haired man-goblin
0	fox news viewers really don't like lifelong republican robert mueller
1	man runs into ex-wife while wearing sandwich board
0	patriot devin mccourty is not visiting the white house: 'i don't feel accepted'
0	how many glasses of wine does it take to ruin your diet?
0	hey, remember when bernie sanders played a rabbi in a rom-com?
0	j.lo and a-rod will each donate $25,000 to hurricane harvey victims
1	does strange death curse haunt cast of gone with the wind?
1	hillary clinton relaxing before debate with few hours of debate practice
0	bartender accused of plotting to poison john boehner
1	earth ranked number one party planet
1	new ad preys on people with 'ideas'
0	chris rock calls out the oscars lack of diversity in perfect tweet
0	someone made a trump-putin facebook friend anniversary video
0	here's the new sexy carl's jr. super bowl commercial
0	first latino arab-american running for congress views his heritage as an asset
1	mom uses full name to refer to bisquick impossibly easy cheeseburger pie\u0099
1	monocle-wearing oil baron's cigarette holder splinters in clenched teeth after hearing bernie sanders' environmental platform
0	merkel calls for a more open world: 'we won't get anywhere' with populism
1	public outraged as price of fast-depleting, non-renewable resource skyrockets
1	new downloadable content for 'assassin's creed syndicate' factored into monthly living expenses
1	largemouth bass has largemouth sass!
1	pope john paul ii, longtime owner of popemobile, dead at 84
1	global-warming crisis makes for delightful mid-february afternoon
0	'a day with hiv' campaign tells the powerful stories of those affected by hiv
0	watch: pearl jam randomly break out into 'let it go' in italy
1	grandchild, grandfather equally dreading collaboration for school interview project
0	is your outdated career map leading you astray?
1	bartender hurt by unfinished drink
0	'the big dark': series of storms stretching from china to u.s. batters northwest
0	lebanon's ex-pm says he will return amid claims he was being held captive by saudis
1	signs make upcoming section of road sound pretty badass
1	audio experts confirm whiny, irritating noises in secret recording devin nunes
1	uneventful past finally catches up to boring man
1	sources: c'mon, just give us the goddamn pulitzer already
0	greek bailout talks delayed once again, official says
1	if area dad steps on legos one more time
0	this teacher remixes rap songs like 'bad and boujee' to teach history lessons
0	here's how much betsy devos and her family spent to back the gop senators who confirmed her
0	stage door: wiesenthal
0	the painful price of aging in prison
0	gwen stefani bares her soul performing 'i used to love you' at the amas
0	scott pruitt lands a second fawning conservative magazine profile
0	death to shoppers? al-shabaab and the fracturing of international jihadism
1	boss came to work today dressed as guy who fires sean
1	dirty, bearded vince foster bursts through doors of clinton fundraiser
1	surrendering trump boys solemnly salute each other before leaping from white house first-story window
0	colin kaepernick calls high school team's die-in protest courageous
0	las vegas officials create gofundme page for shooting victims
1	report: 55% of nation's granite now engraved with names of victims
1	hollywood announces plan to remake jimmy stewart
0	getting married to a guy with kids is 'pretty freaking intimidating'
1	mother ferries 4 more shirt options back to son in gap dressing room
0	fda approves nasal-spray version of overdose drug naloxone
1	negative review of 'a wrinkle in time' peppered with critic assuring readers he still totally supports diversity
0	russell simmons leads 'i am a muslim too' rally in new york
0	norman lear, common, shonda rhimes to explore inequality in epix documentary series
1	kanye west: 'i would've ridden away from a slave plantation on a motorcycle first chance i got'
0	the daily szep- gop circus
0	the ultimate livingston, montana, road trip playlist
0	if i have gay children: 4 promises from a christian pastor/parent
1	clinton assures tim kaine she'll continue serving as president in event of her death
1	rugged new sport-utility vehicle takes on mall parking lot
1	report: new 'the handmaid's tale' season focuses on dangers of feminism run amok
0	who's law is it anyways?
0	teen football recruit makes bold statement about black lives at training camp
0	chris hemsworth's wife elsa pataky posts sweet photo to celebrate his birthday
0	questions linger for candidates on retirement issues
1	olympics officials clearly trying to buy more time with 6-day-long opening ceremony performance
1	first-grader reeks of urine
0	protests continue for stephon clark on martin luther king jr.'s death anniversary
0	why i launched a platform to empower survivors of bullying
0	chance the rapper unboxing his grammys with his daughter is too cute for words
0	guys, someone edited chris farley into the 'mission: impossible' trailer
1	u.s. fish and wildlife officials release photos of missing perch
1	hope in students' eyes too much for screenwriting teacher to handle this week
0	north korea fires short-range missile along its coast
0	saudis snub obama on riyadh arrival amid growing tensions
1	disastrous ad campaign appeals to basic human intelligence
0	the definitive list of men you'll find at whole foods
1	cozy little out-of-the-way place opens 12th location
0	protesters clash with police during march to remember alton sterling
0	for-profit company threatened to jail people for not paying traffic fines, lawsuit says
0	here's the poop on antarctica's secret penguin society, population 1.5 million
1	starring in hollywood blockbusters los angeles man's only claim to fame
0	kelly clarkson reacts like any mom to news she's getting a vacation
0	kathy griffin drops f-bomb while taking back her apology to trump
0	top gop strategist who bashed donald trump will now try to get him elected
0	black lives matter protest moves from mall of america to airport
1	trump sits down beside fire with quill and ink for evening writing out tweets
0	comic liz miele's animated series 'damaged' celebrates first season
1	entire treasury department competing for same goldman sachs job opening
1	penny not so lucky for tortured soul of lincoln trapped inside
0	the bible could become tennessee's official state book
1	substitute teacher can tell he's filling in for real asshole
0	simone biles pulls the perfect face when bob costas says she just became famous
0	montana dems nominate a banjo player for special election -- and he might actually win
1	wedding experts say engagement ring should cost at least three diamond miners' lives
1	new study finds humans may have some capacity for compassion
1	congress confused by $500 million in trump's budget allocated for 'laser stuff'
1	area throat-clearer to go see movie
0	bumgarner perfect, giants one win away
0	pope francis prays at jerusalem's western wall
1	mike pence training for vice presidential debate by hitting punching bag with climate change study taped on front
1	wendy's new homestyle chicken strips salad shamelessly touted
1	modest isis leader credits promotion entirely to drone strikes
0	the outfit that got this woman kicked out of her school's gym
0	u.s. ethics chief ordered gushing responses to trump's tweets
1	neighbors' wi-fi password must be something good
1	experts caution new car loses 90% of value as soon as you drive it off cliff
0	here's what 'all my life' singers k-ci & jojo look like now
1	report: north korea just enjoys nuclear talks
0	democrats celebrate doug jones' stunning victory
1	goldfish teetering on edge of sanity
0	internet enjoys sarah sanders' claim that trump is 'the best negotiator at the table'
0	nearly one million affected by flooding in myanmar
0	your backyard burgers are bursting with gross bacteria
1	whale expert measures everything in elephants
0	rachel roy reveals her best beauty secrets to into the gloss
0	not one woman less: protesting femicide in buenos aires
0	'family' pundit makes bizarre and offensive link between robin williams' death and 'ex-gay' therapy
1	dad recounts amazing story of how, through quick thinking, he saved $4.27
0	7 lies about lgbt musicians we need to stop telling immediately
1	boy scouts celebrate proud history of preparing teens for not having cool friends
0	trump celebrates national parks \u2014 after proposing to slash their funding
1	hypochondriac maple tree always convinced it has asian longhorn beetles
0	trump and china risk sparking dangerous middle east arms race
1	local welder suffering from welder's block
1	wedding album off to bizarre start with photo of 2 acorns floating in glass of water
0	americans say 2-to-1 that we never should have invaded iraq
1	plan to live in storage facility voiced
1	report: getting massages at airports apparently part of certain people's lives
1	rival dojo in for big surprise at regionals
1	postal service: 'and wait until you cocksuckers see what we do with wednesdays'
0	surviving and thriving through adversity: a transgender bathroom and hiv love story
0	baby fox who was supposed to die finds man who believes in her
0	does policing summons warrants really prevent serious crime?
1	that's what host of 'showtime at the apollo' talking about
1	woman starting to worry she just has type of face where makeup looks insane
0	what's half of $33.35?
0	21 useful white elephant gifts under $20
1	two hipsters angrily call each other 'hipster'
0	warpaint's theresa wayman on the band's 'vivid' new album and inevitably questioning her career
0	gleeful kate mckinnon unleashes her inner robert mueller on 'snl'
1	new law to forgive student debt for college graduates once all their dreams shattered
1	man angry at self after not recognizing actress in eyelash commercial
1	court summons comes with 1,025 free hours of aol
0	a millennial dad's tech divide
1	prizes on price is right looking better as man ages
1	toys 'r' us sign triggers pavlovian shrieking response in child
1	recording academy reminds aging musicians to die before december 15 to be included in 2017 grammy tributes
1	savion glover taps his way out of another speeding ticket
0	'time for japan to get more involved in the middle east,' says mp taro kono
1	woman under impression she being discreet about fishing stray hair out of bra
0	white house warns syria against launching another chemical weapons attack
1	entire napoleon dynamite plot pieced together through friends' quotes
0	man shoots up bathroom when occupant takes too long, police say
1	area dad stares longingly at covered grill in backyard
0	amid an industry boom, incarceration for weed still threatens black women
1	well, neighbors just got a pit bull
1	consumer confidence verging on cockiness
0	can a french friar end the 21st-century slave trade?
1	jimmy fallon six tantalizing months from disappearing forever
0	these drag superstars are searching for the world's first drag supermonster
0	the surprising way your name can give away your age
0	sunday roundup
0	student loans: america's next financial crisis
1	boss' dick not going to suck itself
0	huffpollster: president trump's base is sticking with him
1	america's love affair with ally mcbeal ends violently
1	fifth baby barely showered
0	save women's lives - end the helms overreach
1	man pledges loyalty to brand in quiet convenience store ceremony
0	chinese for lunch
1	archaeologists: egyptian pyramids actually early attempt at camping
0	here's the 'hocus pocus' remake you never knew you wanted
0	apple will probably introduce a new iphone sept. 9
0	trump uses rnc funds to pay for his russia defense -- thanks to hillary clinton's lawyer
1	last month apparently women's history month
1	innovative fat man combines waffles with ice cream
1	local building too wheelchair-friendly
0	pope francis has a very clear message for 'christians' who build walls
0	it's not eisenhower or reagan's republican party anymore
1	new after-school program aims to keep children off streets for additional 45 minutes
0	trey gowdy and his gop colleagues embarrassed themselves
0	dianne feinstein eviscerates jeff sessions in savage closing argument
0	gunmen kidnap australian firm's workers in nigeria
1	concerned nra official rushes out to purchase congressman following mass shooting
0	gratitude for the smartwatch
0	best hotels for large families
0	clay aiken gained 30 pounds eating bojangles chicken during his campaign
0	gay guys get personal and ask straight men all of their burning questions
1	defiant evangelicals branch off into new 'first molestist' sub-denomination
0	house democrats bring in record fundraising numbers, gearing up for 2018 midterms
1	insect with limitless flying space rockets straight for man's pupil
0	7 ways to give back in an hour or less
0	america's charter schools have a commitment problem
1	magazine runs article about louis c.k.
0	'1984' sales spike after kellyanne conway's orwellian interview
0	ninja-like parents demonstrate how to escape a sleeping baby
0	loyal dog waits patiently for 7 whole days for owner to come home
1	george r. r. martin kills off whole family
1	chicago's shedd aquarium admits panda exhibit a ghastly mistake
1	7-year-old asshole demands you king him
0	justin timberlake wants his son to be inspired by charlottesville's strength
0	netflix just hired producer ryan murphy in a huge 5-year deal
0	a manners lesson for donald trump about the stars and stripes
0	britney spears sends sweet message to teen who recovered from stroke dancing to 'toxic'
0	growing up in scouting's closet
0	cooking off the cuff: a simple sicilian way with swordfish - with a light sauce as equal partner
1	local oafs to spawn
0	admit it, trump supporters, you got duped
0	ammon bundy says he's following directions from god
0	cinema therapy and robin williams
1	warrantless surveillance bill to protect nation by creating dozens of future whistleblowers
1	report: it unclear whether opposition from every sector of american society will have any effect on healthcare bill passing
0	is early reading a problem?
1	chinese citizens observe 25-year moment of silence for tiananmen square massacre
1	bausch & lomb introduces line of aviator contacts
0	mom says she pulled gun on teens threatening her son
1	cameron diaz finally opens up about generally positive experience in show business
0	huffpollster: sorry bernie fans, a sanders comeback is unlikely
0	i cannot do this alone: why allies matter to the down syndrome community
0	the grid: startup promises ai webdesign for the masses
1	report: average american consuming 4 ounces of cheese right now
0	city offers free pot for the poor
0	the latest 'true blood' death was all sookie's fault
1	eager understudy beginning to think john lithgow impervious to disease
0	once-homeless hairstylist helps girls in need in the most beautiful way
1	martin shkreli faces rough stay in prison system where inmates who funded hair theft are lowest caste
0	stop talking about 'screen time,' start thinking about screen use
0	isis' muslim death toll is enormous
0	lindsey graham's leaked voicemails are very revealing
1	historical archives: to be sold - two chamber pot house
0	mister rove, master of the smear
1	caterpillar in pupal stage for past 3 months going to be pissed if it turns out to be moth
1	archaeologists discover cave where ancient humans first had to pretend to like friend's art
1	fed: 'if jobs are meant to be with us, they'll come back on their own'
1	man races against time to take out trash bag with widening puncture
0	do you know why i'm pulling you over, being wildly aggressive, and charging you with assault today, sir?
0	academy award winners you didn't know were from illinois
1	vicious, man-eating carnivores on decline in arctic
1	wildebeest taking awful lot of credit for stampede
0	thousands protest peacefully in baltimore, and many lend a helping hand
0	the louvre gardens are teeming with rats
1	senatorial candidate challenges opponent to drop out of race
1	expectant parents throw some values together at last minute
1	governor too embarrassed to say which state he leads
0	what we're talking about when we talk about skin care
0	will ferrell breaks into the kardashian house for a good cause
1	report: jessica milly has put out
1	'missed connection' ad obviously cheney
1	food network production assistants prep guy fieri with dry rub
1	man completes life $130,000 over budget
1	masturbating mom can't get bobby flay southwestern eggs demo to stop buffering
0	u.s. weighs bigger role in war in yemen
1	bruno mars takes home coveted 'least threatening artist' award at 2018 grammys
1	inconsolable sarah palin opens up about sacha baron cohen betrayal to cardboard cutout of whoopi goldberg
1	chinese newlyweds wondering what they're going to do with all this medicinal bear bile
1	study finds only 1 in 3 lasik surgeries end in laser boring through eye, incinerating brain, shooting through skull on other side
0	homeless pitbull couldn't stop trembling, until someone showed her love
0	scottish independence: proudly small or proudly together?
0	how to dress up for the holidays with stuff you already own
0	tyson beckford recalls the craziness before shooting britney spears' 'toxic' video
0	was there a villain in the 2014 election?
0	this star wars shrine can now be rented for just $50 a night
0	julianne moore stuns in custom chanel
1	nissin introduces extra-large drum noodles
1	ganymede totalled in three-moon pileup
1	'the time to act is now,' says yellowing climate change report sitting in university archive
0	have we already solved the student debt crisis?
1	man who plays devil's advocate really just wants to be asshole
0	the shocking transformations of your favorite country stars
